credential_id,credential_name,pathway_node,pathway_level,pathway_tracks,match_score,match_reasons,mapping_status,evidence_status,record_type,official_url
CAND-343DBD49B47F70,STAR Auditor Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education
CAND-5E59457F676282,STAR Auditor Training,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-5E59457F676282,STAR Auditor Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-8851506674BAC9,STAR Auditor Training,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-8851506674BAC9,STAR Auditor Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-D64CF6C68BE1D9,STAR Auditor Training,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-D64CF6C68BE1D9,STAR Auditor Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-A487B2C999C0A5,STAR Lead Auditor Training,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-A487B2C999C0A5,STAR Lead Auditor Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-ECD0E492EA53B5,STAR Lead Auditor Training,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-ECD0E492EA53B5,STAR Lead Auditor Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-2CE71921B7FD00,STAR Lead Auditor Training,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-2CE71921B7FD00,STAR Lead Auditor Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-463FABF34BA910,STUDENT REQUIREMENTS,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/advanced-cloud-security-practitioner-training#requirements
CAND-463FABF34BA910,STUDENT REQUIREMENTS,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/advanced-cloud-security-practitioner-training#requirements
CAND-B36C24D3542E96,TAISE,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-B36C24D3542E96,TAISE,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-E3DF20D33F535A,Taking the Exam,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/
CAND-E3DF20D33F535A,Taking the Exam,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/
CAND-A9BC537C425F6C,Taking the Exam,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-A9BC537C425F6C,Taking the Exam,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-5AD2FEFF78A39E,Taking the Exam,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk
CAND-5AD2FEFF78A39E,Taking the Exam,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk
CAND-F3468319FFF6DC,"The industry's first, most authoritative, vendor-neutral Zero Trust training and certificate program.",zero-trust,Professional,cybersecurity,65,zero trust,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-F3468319FFF6DC,"The industry's first, most authoritative, vendor-neutral Zero Trust training and certificate program.",cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-F3468319FFF6DC,"The industry's first, most authoritative, vendor-neutral Zero Trust training and certificate program.",cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-78FBC722FA458B,These supplemental Zero Trust courses offer valuable insights but are not required for or included in the CCZT exam or study materials.,zero-trust,Professional,cybersecurity,65,zero trust,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-78FBC722FA458B,These supplemental Zero Trust courses offer valuable insights but are not required for or included in the CCZT exam or study materials.,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-78FBC722FA458B,These supplemental Zero Trust courses offer valuable insights but are not required for or included in the CCZT exam or study materials.,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-BE5A3B682D00A8,Top Threats,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training#top-threats
CAND-BE5A3B682D00A8,Top Threats,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training#top-threats
CAND-4814E5D4061B5D,Train my entire team,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/business/
CAND-4814E5D4061B5D,Train my entire team,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/business/
CAND-6C4BFA5FE94345,Training,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-6C4BFA5FE94345,Training,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-CAAA7CFA0C81FB,Training for Government Agencies,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/gsa-schedule/
CAND-CAAA7CFA0C81FB,Training for Government Agencies,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/gsa-schedule/
CAND-7E3ABA72C59577,Training Network,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/partner#become_partner
CAND-7E3ABA72C59577,Training Network,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/partner#become_partner
CAND-A9C9E651959DC0,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/#training-options
CAND-A9C9E651959DC0,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/#training-options
CAND-8C6684EC0A98A9,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-8C6684EC0A98A9,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-CD6F99E4062C76,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise#preparing-for-taise
CAND-CD6F99E4062C76,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise#preparing-for-taise
CAND-C7045892DBB708,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-C7045892DBB708,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-5272DB42708EFC,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/#preparing-for-the-ccsk
CAND-5272DB42708EFC,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/#preparing-for-the-ccsk
CAND-2307B4AECE0F66,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/
CAND-2307B4AECE0F66,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/
CAND-6769C4C9C2E903,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/#preparing-for-the-cczt
CAND-6769C4C9C2E903,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/#preparing-for-the-cczt
CAND-C34DB330A558DD,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-C34DB330A558DD,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/
CAND-99525F3BE16C67,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk#preparing-for-the-ccsk
CAND-99525F3BE16C67,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk#preparing-for-the-ccsk
CAND-F90EAC460D62E9,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk
CAND-F90EAC460D62E9,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk
CAND-8F7AD820D2A9CA,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training#training-options
CAND-8F7AD820D2A9CA,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training#training-options
CAND-FCF4406EE03F6E,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-FCF4406EE03F6E,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-0621F8835267B6,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/#preparing-for-taise
CAND-0621F8835267B6,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/#preparing-for-taise
CAND-B0F3454F79A939,Training Options,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-B0F3454F79A939,Training Options,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-7057530C9E15FB,"Training, certificates, and educational resources based on CSA’s vendor-neutral research.",cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education
CAND-7057530C9E15FB,"Training, certificates, and educational resources based on CSA’s vendor-neutral research.",cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education
CAND-3D439DD7C9A03D,"Training, certificates, and educational resources based on CSA’s vendor-neutral research.",cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-3D439DD7C9A03D,"Training, certificates, and educational resources based on CSA’s vendor-neutral research.",cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-75AD6EEB060228,Trainings,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-75AD6EEB060228,Trainings,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/
CAND-016590F85C3EC0,Trusted AI Safety Expert (TAISE),cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-016590F85C3EC0,Trusted AI Safety Expert (TAISE),cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-5484F915E649F7,Trusted AI Safety Expert (TAISE) Certificate,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-5484F915E649F7,Trusted AI Safety Expert (TAISE) Certificate,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-060025B94A891F,Trusted AI Safety Expert (TAISE) Certificate,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-060025B94A891F,Trusted AI Safety Expert (TAISE) Certificate,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-8E4C0AB4740193,Trusted AI Safety Expert Exam Bundle,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-8E4C0AB4740193,Trusted AI Safety Expert Exam Bundle,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-20F4049B43A21C,Uniting Training Partners and Instructors for CCSK certification. Join us in equipping professionals with vital cloud security skills and knowledge.,cloud-security,Advanced,cybersecurity,65,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/partner
CAND-20F4049B43A21C,Uniting Training Partners and Instructors for CCSK certification. Join us in equipping professionals with vital cloud security skills and knowledge.,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/partner
CAND-7AEA1988045009,View additional materials helpful to each course by selecting a course:,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training
CAND-7AEA1988045009,View additional materials helpful to each course by selecting a course:,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training
CAND-FBC588C5BD9FA5,View class schedule,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule?course_type=ccskPlus#results
CAND-FBC588C5BD9FA5,View class schedule,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule?course_type=ccskPlus#results
CAND-65C28C47D2C9E2,View Course,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training
CAND-65C28C47D2C9E2,View Course,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training
CAND-A1703FFF3E2A83,View Courses,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-A1703FFF3E2A83,View Courses,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-DBFEC4A27C8710,View Courses,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule?course_type=ccskPlus#results
CAND-DBFEC4A27C8710,View Courses,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule?course_type=ccskPlus#results
CAND-8B78615D039DFA,View recipients,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/inaugural-class
CAND-8B78615D039DFA,View recipients,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cczt/inaugural-class
CAND-38C88C6835138E,View the ACSP Course Outline here,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/artifacts/advanced-cloud-security-practitioner-course-outline/
CAND-38C88C6835138E,View the ACSP Course Outline here,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/artifacts/advanced-cloud-security-practitioner-course-outline/
CAND-9BA1FF7EA81520,View Training Schedule,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-9BA1FF7EA81520,View Training Schedule,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-848F23E03B731E,View Upcoming Classes,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-848F23E03B731E,View Upcoming Classes,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/schedule
CAND-2B789BAF1E6D01,What are the benefits of CCSK Plus training?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk-plus
CAND-2B789BAF1E6D01,What are the benefits of CCSK Plus training?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk-plus
CAND-46EE06873449A4,What are the benefits of earning the TAISE Certificate?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-46EE06873449A4,What are the benefits of earning the TAISE Certificate?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-92C82D6B5B331B,What are the benefits of earning the TAISE Certificate?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-92C82D6B5B331B,What are the benefits of earning the TAISE Certificate?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-D448640703BCE2,What are the benefits of STAR Auditor Training?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-D448640703BCE2,What are the benefits of STAR Auditor Training?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-F6399B9AF77A39,What are the benefits of STAR Auditor Training?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-F6399B9AF77A39,What are the benefits of STAR Auditor Training?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-FD2D2C44A1BD96,What is STAR Auditor Training?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-FD2D2C44A1BD96,What is STAR Auditor Training?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training/
CAND-8E41A81B7206A0,What is STAR Auditor Training?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-8E41A81B7206A0,What is STAR Auditor Training?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/star-auditor-training
CAND-F08E9EB7122A39,Who should earn the TAISE certificate?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-F08E9EB7122A39,Who should earn the TAISE certificate?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-4D845FB1311FB3,Who should earn the TAISE certificate?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-4D845FB1311FB3,Who should earn the TAISE certificate?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-2B4052AEDDDCE7,Who should enroll in this training?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training
CAND-2B4052AEDDDCE7,Who should enroll in this training?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/cloud-infrastructure-security-training
CAND-DD33EDDF645335,Who should enroll in this training?,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/advanced-cloud-security-practitioner-training
CAND-DD33EDDF645335,Who should enroll in this training?,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/advanced-cloud-security-practitioner-training
CAND-82D2A042788E6C,Why This Certificate Stands Apart,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-82D2A042788E6C,Why This Certificate Stands Apart,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-B091705BE23CD2,Why This Certificate Stands Apart,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-B091705BE23CD2,Why This Certificate Stands Apart,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-BA7378C1EE0E51,Winner of the Best Cloud Security Certification 2025,cloud-security,Advanced,cybersecurity,65,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/
CAND-BA7378C1EE0E51,Winner of the Best Cloud Security Certification 2025,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk/
CAND-C0FE82C1192090,Winner of the Best Cloud Security Certification 2025,cloud-security,Advanced,cybersecurity,65,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk
CAND-C0FE82C1192090,Winner of the Best Cloud Security Certification 2025,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/ccsk
CAND-95408BD62FA86A,Winner of the Best Professional Certification Program 2026,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-95408BD62FA86A,Winner of the Best Professional Certification Program 2026,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise
CAND-14113D82B8991F,Winner of the Best Professional Certification Program 2026,cloud-security,Advanced,cybersecurity,40,cloud security,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-14113D82B8991F,Winner of the Best Professional Certification Program 2026,cloud-fundamentals,Foundation,cloud-devops,40,cloud,candidate,official-page-extraction,credential-candidate,https://cloudsecurityalliance.org/education/taise/
CAND-0F8903D4051D5C,become a Kubernetes and Cloud Native Training Partner,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/kubernetes-cloud-native-training-partners/becoming-a-kcntp/
CAND-0F8903D4051D5C,become a Kubernetes and Cloud Native Training Partner,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/kubernetes-cloud-native-training-partners/becoming-a-kcntp/
CAND-7E1B473F27A9F2,Certifications Get certified by the only authoritative source for cloud-native certification accepted by industry,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/
CAND-3E73C8A81D39E8,Certified Cloud Native Platform Engineer,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/
CAND-4F99FFA048C849,Certified Cloud Native Platform Engineer,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/#cnpe
CAND-08CA3A0BF47C20,Certified Kubernetes,kubernetes,Advanced,cloud-devops,65,kubernetes,candidate,official-page-extraction,credential-candidate,https://www.cncf.io/training/certification/software-conformance/
